InspectionID,DefectCategory,SeverityWeight,TranslatedText,VaderCompound
2080,Fulfillment Error,3.11,"I got the right source, but the power cable was with one of the teeth of the take-off, outside that I tested the source and it worked perfectly.",0.7783
2089,Fulfillment Error,3.66,"I bought the hood, paid for the expensive freight and when I received the product did not come the color in which I had bought. I decided not to return, for the additional cost and delay in delivery of the correct product.",-0.3182
2093,Fulfillment Error,3.68,"Bad service I received wrong product a week ago. I accepted but the value of the product delivered is lower. I asked for reimbursement but so far nothing, 9 days ago",-0.3506
2095,Fulfillment Error,3.36,received 2 of 3 desired products,0.2732
2096,Not a Defect,0.0,"Product was not delivered, they delivered only an empty envelope, without nothing, nor a paper inside, an absurd, pure blow, case of POLICE.",-0.2023
2119,Quality Issue,2.56,I was hoping for the price that the product would be better. the material is of low quality and the lid gets half loose. I didn't like the absurd price. it's not worth it.,-0.122
2124,Fulfillment Error,3.5,I got half the stuff.,0.0
2132,Fulfillment Error,3.5,I couldn't make contact with the supplier to request the switch.,0.0
2141,Logistics Issue,3.0,"I bought a product to deliver to my house, I paid freight, and they left it in the mail to withdraw, isn't that right, because they charge freight then?",0.0
2155,Logistics Issue,3.0,The product was not delivered to my house I had to go pick up at the agency I paid 20 real freight is still not received at home,0.0
2160,Major Product Issue,4.0,It came with flaws.,0.0
2169,Fulfillment Error,3.64,"The fabric wasn't what I expected, it looks like a rubber, just like the plastics that we lined up the tables in high school time. I opened only one and the other I didn't open, please make the exchange of this prisoner",-0.2702
2175,Fulfillment Error,3.39,Good product The size is small and I realized after that in the ad does not highlight the dimensions of the product.,0.2177
2181,Logistics Issue,3.08,I've been waiting until now I've never received any watch I bought not recommended this store,-0.1511
2183,Not a Defect,0.0,HOPE NOT TO BUY ANY MORE AND HAVE TO RESPONSIBLE FOR THAT TYPE OF ASSESSMENT,0.6369
2187,Fulfillment Error,3.5,the images showed a different picture of the product I received.,0.0
2188,Fulfillment Error,3.5,I bought with voltage 220 and came 110v,0.0
2196,Logistics Issue,3.0,"Despite delivery within the deadline, time is long compared to other purchases I usually do via internet",0.0
2210,Quality Issue,2.74,"Wrongly done product Wrongly done product, crooked, with badly made solders.",-0.4767
2211,Quality Issue,2.73,Product with defect I bought a product that is defective and I can't change the error on the site.,-0.4664
2224,Fulfillment Error,3.62,"The clock came off, and it's not original Oakley.",-0.2411
2226,Logistics Issue,2.95,on the website said it would reach 13/03 and it hasn't arrived yet!,0.1007
2230,Not a Defect,0.0,"You don't do what you promise, after you've installed you're leaking through the cartridge, even following instructions, it's not worth it, money thrown away.",0.1615
2232,Logistics Issue,3.11,Delivery is delayed and unanticipated when it will arrive,-0.2263
2237,Logistics Issue,3.0,I haven't gotten my pay-per-view machine yet.,0.0
2241,Not a Defect,0.0,I recommend everything ok,0.5719
2245,Logistics Issue,2.64,"I recommend I always bought and don't have a problem, but this comes yes my products have not arrived so far",0.7122
2276,Logistics Issue,3.0,"Date scheduled for delivery 17/5, we are urgently on this product and nothing.",0.0
2277,Major Product Issue,4.08,"The product arrived. Although the packaging was open and in one of the arms of the chair the screw fitting was broken. Apart from that, the delivery time was good.",-0.1531
2281,Logistics Issue,3.0,I haven't received the merchandise yet.,0.0
2292,Fulfillment Error,3.28,good product is good delivery is fast; but freight is very expensive.,0.4404
2300,Fulfillment Error,3.5,"I need to receive this product, it must have been delivered to the other person",0.0
2317,Logistics Issue,3.0,"You haven't met the deadline, it's been two days since the deal.",0.0
2337,Fulfillment Error,3.68,. The product does not come in the original packaging and has simply been placed a drop of any base on a plastic tubing that is not the original ad simply truly cheating.,-0.3532
2338,Logistics Issue,3.26,The purchase was made on 30/06/17 and delivery forecast was 13/07/17. We are on 17/07/17 and so far nothing. Delivery schedule of this store is a failure.,-0.5106
2345,Logistics Issue,2.87,"Information\concerned My evaluation is this pq here appears q received the product and has not yet arrived at home.Please, I wanted to know what is happening ??? Carefully, Juliana",0.2593
2346,Quality Issue,2.7,Different Material inferior to what was shown in the image.,-0.4019
2347,Logistics Issue,2.68,It was a purchase that arrived before the date marked.I liked the product and recommend it.,0.6486
2352,Fulfillment Error,3.79,Horrible I bought one thing and they gave me another and I can't make the switch and I can't talk to the station!,-0.5848
2362,Major Product Issue,4.22,Only the box of the product was damaged.,-0.4404
2364,Logistics Issue,3.15,More than a month I bought and had no return.,-0.296
2366,Fulfillment Error,3.87,"Well, I wasn't very satisfied because I bought it wrong, I didn't want single bed sheets and only single bed sheets.The sheet of sheets is not of good quality.",-0.7333
2369,Fulfillment Error,3.84,Regular Very bad product doesn't even give to see the right time because the number are so small almost not give to clear right,-0.6885
2380,Fulfillment Error,3.5,The lid got small and didn't cover the whole cooktoop,0.0
2382,Fulfillment Error,3.08,"In the photo this bag looks bigger, but personally it's very small. However, the quality of the material seems to be good and durable. It's cute.",0.8338
2384,Not a Defect,0.0,A,0.0
2392,Logistics Issue,2.73,"I recommend, despite the delay in delivery, it wasn't all right.",0.5365
2394,Not a Defect,0.0,Product with frailty characteristics,0.0
2395,Fulfillment Error,3.62,Product in the propaganda and one of what arrived and another,-0.25
2401,Fulfillment Error,3.7,"Colorful HP 60 cartridge does not work, printer does not recognize as HP. I request instructions for return of the product and money already paid..In the Advertising Here you have several complaints of targaryen products.",-0.4019
2403,Critical Failure,5.0,I did not receive the product and therefore without evaluation conditions.,0.0
2408,Logistics Issue,3.0,Didn't arrive I ordered two kits and only one didn't arrive,0.0
2411,Fulfillment Error,3.5,"It wasn't delivered the pacifier, it just came the Steam Sterilizer to Microwave - Philips Avent.",0.0
2418,Logistics Issue,3.34,"Going for 2 months of purchase and so far nothing of the product. Simply bad, I do not recommend.",-0.6818
2437,Fulfillment Error,3.5,the cable didn't work on any of my devices even confirming the compatibility.,0.0
2447,Logistics Issue,3.0,it took time in the mail to deliver,0.0
2458,Quality Issue,2.7,"I bought three USB, male and female cables, each one with 5m. Two came with defects, the windows don't recognize it.",-0.4019
2467,Logistics Issue,3.0,the product cannot be evaluated yet not received,0.0
2478,Not a Defect,0.0,All right.,0.0
2489,Fulfillment Error,3.5,I just found the freight price too high!,0.0
2494,Fulfillment Error,3.85,"I bought 4 arrived only 3 I bought 4 products, and I only received 3. I missed a white sheet without elastic. It was almost R$100.00. And how do I get? In prejudice?",-0.7059
2514,Logistics Issue,3.0,I'm waiting for the store's position on the delivery.,0.0
2516,Fulfillment Error,3.5,The product purchased was Mbp-662 the supplied was MPB33S,0.0
2517,Logistics Issue,3.2,"The product I bought wasn't delivered, I've already complained and I haven't got an answer yet.",-0.4019
2519,Fulfillment Error,3.88,Bad product. With head-end emblem (inverted) and contains damage. I have already made contact with the store via email and no one answered. I want my money back as well as instructions about with,-0.7579
2523,Logistics Issue,3.04,"When I went to buy the product, I said that there was in stock. When I bought, the product remained pending pq there was no longer in stock. But it was discounted from my card.",-0.0772
2530,Fulfillment Error,3.77,I got the wrong product I bought the Iso X and I got the Nitro Hard,-0.5423
2537,Critical Failure,5.0,I didn't get the product is the store didn't answer any of my complaints or doubts.,-0.5994
2547,Logistics Issue,3.0,7 I haven't received my curtain yet,0.0
2567,Not a Defect,0.0,"good price, delivery on time",0.4404
2568,Logistics Issue,3.16,I tried to get an answer about the delay of my request directly with the supplier and did not get an answer. I had to contact the Lannister to enter that.,-0.3182
2580,Logistics Issue,3.08,"The box came well crushed looked like a used product one of the dvds arrived with the broken box, (the edge), the others came sealed, but had a toast.",-0.1655
2584,Quality Issue,2.74,Quality worse than camel I bought a teddy from Creeper Minecraft and the quality is 1.99 store. When you call SAC you can't talk to anyone.,-0.4767
2585,Logistics Issue,3.35,"Very Bad I bought 6 cartridges, received only 4 units after the delivery deadline, and until today I am trying to contact you for a solution, but without success.",-0.695
2586,Logistics Issue,3.0,I have not received the product until today after more than 2 months of purchase,0.0
